loan_amnt,term,int_rate,installment,sub_grade,home_ownership,annual_inc,verification_status,issue_d,purpose,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,default_flag,emp_length_years,emp_length_unknown,credit_history_years,loan_to_income
14400.0,60,15.1,343.34,C2,MORTGAGE,40000.0,Verified,2013-11-01,debt_consolidation,18.66,1999-07-01,19.0,0.0,12177.0,79.1,46.0,f,INDIVIDUAL,3.0,0.0,0,8.0,0,14.3,0.36
10700.0,36,10.99,350.26,B4,MORTGAGE,75000.0,Not Verified,2015-03-01,debt_consolidation,11.23,2000-03-01,7.0,0.0,5298.0,42.7,23.0,f,INDIVIDUAL,2.0,0.0,0,10.0,0,15.0,0.143
11000.0,36,14.49,378.58,C4,RENT,130000.0,Not Verified,2014-07-01,debt_consolidation,1.5,2005-10-01,6.0,0.0,3881.0,20.5,17.0,w,INDIVIDUAL,0.0,0.0,0,8.0,0,8.7,0.085
14375.0,36,7.49,447.09,A4,RENT,50000.0,Source Verified,2014-12-01,debt_consolidation,26.07,1996-11-01,13.0,0.0,7539.0,23.7,32.0,f,INDIVIDUAL,1.0,0.0,0,2.0,0,18.1,0.288
16000.0,36,16.29,564.81,C4,RENT,45000.0,Source Verified,2013-03-01,credit_card,15.2,1987-09-01,9.0,0.0,19484.0,72.7,13.0,w,INDIVIDUAL,0.0,0.0,0,10.0,0,25.5,0.356
15000.0,60,13.98,348.87,C3,RENT,43920.0,Not Verified,2010-06-01,debt_consolidation,8.2,1996-02-01,10.0,0.0,8840.0,76.9,29.0,f,INDIVIDUAL,2.0,0.0,1,10.0,0,14.3,0.342
5000.0,36,12.29,166.77,C1,MORTGAGE,13000.0,Verified,2015-10-01,debt_consolidation,10.71,1995-06-01,8.0,0.0,3866.0,38.3,18.0,w,INDIVIDUAL,3.0,0.0,1,6.0,1,20.3,0.385
32000.0,60,20.49,856.56,E1,RENT,98000.0,Verified,2012-10-01,debt_consolidation,17.06,2002-10-01,10.0,0.0,18185.0,62.1,25.0,f,INDIVIDUAL,0.0,0.0,1,6.0,0,10.0,0.327
10475.0,36,15.31,364.72,C2,RENT,110000.0,Verified,2013-05-01,debt_consolidation,12.5,2001-10-01,8.0,0.0,7450.0,71.6,21.0,f,INDIVIDUAL,0.0,0.0,1,10.0,0,11.6,0.095
5000.0,36,10.16,161.72,B1,MORTGAGE,80000.0,Verified,2012-08-01,home_improvement,18.28,2000-09-01,9.0,0.0,15505.0,80.3,19.0,f,INDIVIDUAL,0.0,0.0,0,10.0,0,11.9,0.062
15000.0,36,11.99,498.15,B5,MORTGAGE,75000.0,Verified,2015-01-01,credit_card,14.42,1997-08-01,14.0,0.0,32549.0,49.7,28.0,w,INDIVIDUAL,2.0,0.0,0,5.0,0,17.4,0.2
5000.0,36,13.99,170.87,C3,RENT,60000.0,Not Verified,2011-06-01,other,14.44,2001-11-01,7.0,0.0,9156.0,66.8,23.0,f,INDIVIDUAL,1.0,0.0,0,2.0,0,9.6,0.083
10000.0,36,11.14,328.06,B2,MORTGAGE,80000.0,Verified,2013-02-01,debt_consolidation,17.95,2000-10-01,12.0,0.0,13918.0,90.4,20.0,f,INDIVIDUAL,1.0,0.0,0,6.0,0,12.3,0.125
8200.0,36,11.44,270.17,B4,MORTGAGE,40000.0,Verified,2015-01-01,debt_consolidation,33.84,1969-01-01,13.0,0.0,8329.0,67.7,38.0,f,INDIVIDUAL,4.0,0.0,0,6.0,1,46.0,0.205
5000.0,36,12.59,167.49,C2,RENT,48000.0,Source Verified,2015-11-01,debt_consolidation,17.7,2010-01-01,9.0,0.0,12797.0,69.2,10.0,w,INDIVIDUAL,0.0,0.0,1,1.0,0,5.8,0.104
7000.0,36,13.99,239.21,C4,RENT,30000.0,Source Verified,2015-08-01,credit_card,20.52,2003-06-01,4.0,0.0,6582.0,48.8,5.0,w,INDIVIDUAL,0.0,0.0,0,6.0,1,12.2,0.233
8450.0,60,13.49,194.39,C2,MORTGAGE,16500.0,Verified,2011-07-01,major_purchase,12.73,1995-11-01,2.0,0.0,0.0,0.0,14.0,f,INDIVIDUAL,0.0,0.0,1,2.0,0,15.7,0.512
10000.0,36,21.15,377.53,E2,RENT,50000.0,Not Verified,2013-08-01,debt_consolidation,7.06,2006-10-01,5.0,0.0,7512.0,82.5,9.0,f,INDIVIDUAL,0.0,0.0,0,0.0,0,6.8,0.2
7200.0,36,14.99,249.56,C5,RENT,53000.0,Source Verified,2014-10-01,debt_consolidation,34.69,2002-01-01,11.0,0.0,5735.0,42.8,14.0,w,INDIVIDUAL,0.0,0.0,1,3.0,0,12.7,0.136
10000.0,36,9.17,318.79,B2,MORTGAGE,80000.0,Not Verified,2015-11-01,debt_consolidation,4.25,1998-09-01,10.0,1.0,6163.0,29.3,20.0,w,INDIVIDUAL,2.0,1.0,0,10.0,0,17.2,0.125
24625.0,60,17.57,619.57,D4,MORTGAGE,64000.0,Verified,2015-04-01,debt_consolidation,27.6,2003-05-01,17.0,0.0,18305.0,81.7,41.0,w,INDIVIDUAL,2.0,0.0,0,10.0,0,11.9,0.385
5000.0,36,13.33,169.27,C3,RENT,18408.0,Verified,2015-10-01,debt_consolidation,36.7,2004-04-01,6.0,1.0,3425.0,38.5,14.0,w,INDIVIDUAL,0.0,1.0,0,6.0,1,11.5,0.272
24375.0,36,11.55,804.37,B3,RENT,55000.0,Verified,2013-08-01,debt_consolidation,24.94,2000-12-01,12.0,0.0,36198.0,59.5,23.0,f,INDIVIDUAL,3.0,0.0,0,10.0,0,12.7,0.443
28000.0,36,12.99,943.3,B4,MORTGAGE,141700.0,Source Verified,2013-09-01,debt_consolidation,7.96,1988-07-01,9.0,0.0,21120.0,80.3,26.0,w,INDIVIDUAL,8.0,0.0,0,10.0,0,25.2,0.198
34350.0,36,10.16,1110.97,B1,MORTGAGE,241000.0,Verified,2013-02-01,credit_card,9.77,1994-10-01,10.0,1.0,14269.0,54.3,28.0,f,INDIVIDUAL,1.0,0.0,0,2.0,0,18.3,0.143
16950.0,36,11.14,556.05,B2,MORTGAGE,100000.0,Source Verified,2013-05-01,credit_card,8.87,1999-01-01,7.0,0.0,10446.0,72.5,13.0,f,INDIVIDUAL,1.0,0.0,0,6.0,1,14.3,0.17
10000.0,36,6.03,304.36,A1,MORTGAGE,60000.0,Not Verified,2014-08-01,debt_consolidation,10.32,2004-08-01,17.0,0.0,8748.0,50.0,22.0,w,INDIVIDUAL,1.0,0.0,0,1.0,0,10.0,0.167
14000.0,60,13.11,319.34,B4,MORTGAGE,80000.0,Source Verified,2013-04-01,credit_card,16.36,1999-05-01,11.0,0.0,19357.0,46.6,24.0,w,INDIVIDUAL,3.0,0.0,1,10.0,0,13.9,0.175
28300.0,60,18.55,727.13,E2,MORTGAGE,60000.0,Not Verified,2015-08-01,other,33.22,2004-11-01,8.0,0.0,45507.0,3.1,21.0,w,INDIVIDUAL,4.0,0.0,0,10.0,0,10.7,0.472
13000.0,60,18.84,336.09,E2,RENT,34009.12,Source Verified,2015-05-01,debt_consolidation,35.04,2001-01-01,12.0,0.0,10999.0,53.7,22.0,f,INDIVIDUAL,0.0,0.0,0,0.0,0,14.3,0.382
6000.0,36,12.29,200.12,C1,RENT,75000.0,Not Verified,2015-04-01,major_purchase,6.29,2011-04-01,6.0,0.0,12669.0,58.9,6.0,w,INDIVIDUAL,0.0,0.0,0,4.0,0,4.0,0.08
35000.0,36,18.49,1273.96,D2,RENT,220000.0,Source Verified,2012-10-01,credit_card,21.31,1992-01-01,10.0,0.0,27706.0,84.2,32.0,w,INDIVIDUAL,3.0,0.0,0,10.0,0,20.8,0.159
3600.0,36,19.05,132.06,D4,RENT,44000.0,Not Verified,2013-05-01,other,24.33,1999-10-01,13.0,0.0,18537.0,63.5,34.0,f,INDIVIDUAL,0.0,0.0,0,6.0,0,13.6,0.082
24000.0,36,13.35,812.71,C2,RENT,60000.0,Verified,2014-06-01,small_business,15.46,2005-09-01,11.0,0.0,0.0,0.0,23.0,f,INDIVIDUAL,0.0,0.0,1,2.0,0,8.7,0.4
15000.0,60,18.25,382.95,E1,MORTGAGE,101000.0,Verified,2015-04-01,debt_consolidation,17.76,2002-04-01,20.0,0.0,3118.0,27.6,54.0,w,INDIVIDUAL,3.0,0.0,0,4.0,0,13.0,0.149
10800.0,36,10.15,349.25,B2,MORTGAGE,35000.0,Verified,2014-07-01,credit_card,21.84,2009-10-01,12.0,0.0,10370.0,21.0,17.0,w,INDIVIDUAL,1.0,0.0,0,3.0,0,4.7,0.309
7000.0,36,8.9,222.28,A5,RENT,55000.0,Not Verified,2013-06-01,credit_card,20.6,1997-12-01,18.0,0.0,23383.0,40.6,31.0,f,INDIVIDUAL,2.0,0.0,0,7.0,0,15.5,0.127
15000.0,36,15.61,524.48,C3,MORTGAGE,52000.0,Verified,2013-11-01,debt_consolidation,21.14,2005-06-01,8.0,0.0,4753.0,52.8,17.0,f,INDIVIDUAL,1.0,0.0,0,5.0,0,8.4,0.288
24000.0,36,13.53,814.8,B5,MORTGAGE,290000.0,Verified,2014-01-01,credit_card,1.8,1998-11-01,8.0,0.0,13652.0,69.3,18.0,f,INDIVIDUAL,6.0,0.0,0,10.0,0,15.2,0.083
35000.0,60,16.24,855.61,C5,MORTGAGE,150000.0,Source Verified,2014-02-01,debt_consolidation,12.87,2001-07-01,12.0,0.0,19502.0,31.5,38.0,f,INDIVIDUAL,7.0,0.0,0,10.0,0,12.6,0.233
11000.0,36,6.97,339.5,A3,OWN,109000.0,Verified,2016-06-01,debt_consolidation,6.57,1992-03-01,4.0,0.0,24366.0,79.9,16.0,w,INDIVIDUAL,1.0,0.0,0,6.0,0,24.3,0.101
35000.0,60,16.29,856.54,D2,MORTGAGE,92300.0,Verified,2014-10-01,debt_consolidation,34.85,1995-11-01,22.0,0.0,44268.0,62.3,70.0,f,INDIVIDUAL,2.0,0.0,0,10.0,0,18.9,0.379
4800.0,36,12.69,161.02,C2,MORTGAGE,68000.0,Source Verified,2015-06-01,vacation,14.59,2002-08-01,6.0,0.0,1471.0,35.0,19.0,f,INDIVIDUAL,2.0,0.0,0,10.0,0,12.8,0.071
10000.0,60,19.52,262.28,E2,OWN,28000.0,Source Verified,2014-09-01,debt_consolidation,16.59,2004-08-01,14.0,0.0,10809.0,54.3,26.0,f,INDIVIDUAL,0.0,0.0,1,6.0,0,10.1,0.357
10000.0,36,6.68,307.31,A3,RENT,50000.0,Not Verified,2015-02-01,debt_consolidation,9.0,1996-06-01,12.0,0.0,3363.0,3.4,33.0,w,INDIVIDUAL,0.0,0.0,0,4.0,0,18.7,0.2
5000.0,60,13.49,115.03,C2,MORTGAGE,50004.0,Not Verified,2011-08-01,other,3.62,2003-10-01,7.0,0.0,5040.0,32.5,13.0,f,INDIVIDUAL,0.0,0.0,0,4.0,0,7.8,0.1
18625.0,60,13.33,426.93,C3,MORTGAGE,69855.0,Not Verified,2015-09-01,debt_consolidation,17.49,2003-10-01,16.0,1.0,7198.0,28.5,33.0,w,INDIVIDUAL,1.0,1.0,0,10.0,0,11.9,0.267
15300.0,36,11.14,501.92,B2,RENT,42000.0,Verified,2012-12-01,debt_consolidation,29.77,2000-04-01,13.0,0.0,13502.0,63.1,25.0,f,INDIVIDUAL,0.0,0.0,0,10.0,0,12.7,0.364
9200.0,36,12.29,306.85,C1,RENT,61250.0,Source Verified,2015-08-01,debt_consolidation,5.35,2005-12-01,7.0,0.0,8535.0,59.7,8.0,f,INDIVIDUAL,0.0,0.0,0,0.0,0,9.7,0.15
35000.0,60,22.95,985.67,F1,MORTGAGE,140000.0,Source Verified,2012-11-01,debt_consolidation,13.74,1994-01-01,10.0,0.0,34287.0,77.9,27.0,w,INDIVIDUAL,4.0,0.0,0,3.0,0,18.8,0.25
2800.0,36,12.53,93.71,B5,MORTGAGE,48000.0,Not Verified,2009-12-01,credit_card,23.23,1996-11-01,9.0,1.0,30423.0,66.3,21.0,f,INDIVIDUAL,1.0,0.0,0,0.0,0,13.1,0.058
12000.0,36,18.85,438.97,D3,RENT,69000.0,Not Verified,2013-07-01,debt_consolidation,27.9,1987-08-01,10.0,0.0,13288.0,75.5,48.0,f,INDIVIDUAL,2.0,0.0,0,3.0,0,25.9,0.174
15000.0,36,17.77,540.56,D1,RENT,75000.0,Not Verified,2013-01-01,credit_card,14.38,2000-10-01,15.0,0.0,19278.0,78.0,30.0,f,INDIVIDUAL,0.0,0.0,1,4.0,0,12.3,0.2
22600.0,60,18.64,581.79,E1,RENT,200000.0,Source Verified,2011-10-01,small_business,7.14,1998-12-01,7.0,0.0,12189.0,73.9,24.0,f,INDIVIDUAL,1.0,0.0,0,6.0,0,12.8,0.113
8750.0,36,14.3,300.34,C1,RENT,50000.0,Source Verified,2013-10-01,debt_consolidation,22.39,2001-12-01,10.0,0.0,15779.0,92.8,35.0,f,INDIVIDUAL,2.0,0.0,0,8.0,0,11.8,0.175
5300.0,60,12.61,119.54,C2,MORTGAGE,61000.0,Not Verified,2010-10-01,debt_consolidation,15.54,1995-10-01,11.0,1.0,5281.0,41.9,23.0,f,INDIVIDUAL,1.0,1.0,1,10.0,0,15.0,0.087
30000.0,60,19.52,786.83,D4,MORTGAGE,240000.0,Source Verified,2013-12-01,debt_consolidation,7.54,2000-12-01,13.0,2.0,19671.0,47.6,34.0,f,INDIVIDUAL,1.0,0.0,1,10.0,0,13.0,0.125
10500.0,36,10.64,341.97,B2,RENT,57603.23,Not Verified,2013-09-01,credit_card,10.98,2001-09-01,6.0,0.0,9434.0,85.8,14.0,f,INDIVIDUAL,0.0,0.0,1,5.0,0,12.0,0.182
8000.0,36,9.25,255.33,A5,RENT,25000.0,Not Verified,2013-10-01,debt_consolidation,10.03,1987-11-01,7.0,1.0,8103.0,40.5,13.0,w,INDIVIDUAL,0.0,1.0,1,10.0,0,25.9,0.32
32000.0,36,11.67,1057.83,B4,MORTGAGE,120000.0,Source Verified,2014-08-01,credit_card,19.91,2003-07-01,13.0,0.0,42931.0,46.0,19.0,w,INDIVIDUAL,2.0,0.0,0,10.0,0,11.1,0.267
10000.0,36,8.9,317.54,A5,MORTGAGE,50000.0,Not Verified,2013-03-01,debt_consolidation,15.19,2002-01-01,4.0,0.0,11012.0,45.9,14.0,f,INDIVIDUAL,0.0,0.0,0,3.0,0,11.2,0.2
20000.0,60,18.25,510.6,E1,RENT,95000.0,Verified,2015-07-01,debt_consolidation,8.64,2006-11-01,9.0,0.0,14700.0,61.8,16.0,f,INDIVIDUAL,0.0,0.0,1,5.0,0,8.7,0.211
6525.0,36,16.07,229.64,D5,RENT,38000.0,Not Verified,2010-03-01,other,10.11,2005-08-01,3.0,0.0,2494.0,62.3,4.0,f,INDIVIDUAL,0.0,0.0,0,1.0,0,4.6,0.172
15000.0,36,10.16,485.14,B1,OWN,52655.28,Verified,2013-05-01,debt_consolidation,22.81,1992-10-01,9.0,1.0,20718.0,79.1,21.0,f,INDIVIDUAL,0.0,1.0,0,6.0,1,20.6,0.285
14000.0,36,13.66,476.18,C3,MORTGAGE,132860.0,Not Verified,2015-01-01,debt_consolidation,29.37,1983-01-01,17.0,0.0,35140.0,81.7,39.0,w,INDIVIDUAL,4.0,0.0,0,10.0,0,32.0,0.105
17600.0,60,8.18,358.39,B1,RENT,51000.0,Not Verified,2015-05-01,debt_consolidation,24.71,1997-10-01,5.0,0.0,20237.0,31.9,13.0,w,INDIVIDUAL,2.0,0.0,0,6.0,0,17.6,0.345
7200.0,36,17.27,257.67,C5,RENT,30000.0,Verified,2012-11-01,debt_consolidation,20.48,2004-01-01,14.0,0.0,4539.0,46.3,19.0,w,INDIVIDUAL,0.0,0.0,0,0.0,0,8.8,0.24
13000.0,36,15.31,452.63,C2,RENT,71000.0,Not Verified,2013-01-01,credit_card,24.2,1999-11-01,12.0,0.0,39286.0,92.4,33.0,w,INDIVIDUAL,0.0,0.0,0,7.0,0,13.2,0.183
9000.0,36,11.67,297.52,B4,RENT,100000.0,Source Verified,2014-06-01,debt_consolidation,23.38,2005-10-01,10.0,0.0,32037.0,78.7,18.0,f,INDIVIDUAL,0.0,0.0,1,3.0,0,8.7,0.09
11950.0,60,25.8,356.38,G1,RENT,50000.0,Source Verified,2015-03-01,house,30.0,2007-11-01,10.0,0.0,2388.0,18.1,13.0,f,INDIVIDUAL,0.0,0.0,0,4.0,0,7.3,0.239
8000.0,36,13.23,270.44,C1,OWN,89520.0,Not Verified,2010-10-01,home_improvement,8.86,1996-09-01,5.0,0.0,9848.0,88.7,12.0,f,INDIVIDUAL,0.0,0.0,0,10.0,0,14.1,0.089
24275.0,60,15.31,581.46,C5,MORTGAGE,210000.0,Not Verified,2016-02-01,home_improvement,13.02,2003-10-01,25.0,0.0,16702.0,34.2,41.0,w,INDIVIDUAL,2.0,0.0,0,10.0,0,12.3,0.116
5000.0,36,16.49,177.0,D3,RENT,14952.0,Verified,2014-12-01,debt_consolidation,20.71,2009-10-01,5.0,0.0,1346.0,34.5,15.0,f,INDIVIDUAL,0.0,0.0,0,6.0,1,5.2,0.334
18000.0,36,14.99,623.89,C5,RENT,45000.0,Not Verified,2014-08-01,debt_consolidation,26.11,2008-02-01,10.0,0.0,5202.0,44.8,15.0,w,INDIVIDUAL,0.0,0.0,1,7.0,0,6.5,0.4
10000.0,36,13.99,341.73,C4,MORTGAGE,54000.0,Source Verified,2015-06-01,debt_consolidation,15.09,2006-05-01,15.0,1.0,6259.0,43.2,20.0,f,INDIVIDUAL,1.0,1.0,0,6.0,0,9.1,0.185
2000.0,36,21.7,76.08,E2,MORTGAGE,58500.0,Source Verified,2013-10-01,debt_consolidation,19.06,1995-08-01,5.0,0.0,1588.0,69.0,13.0,f,INDIVIDUAL,1.0,0.0,0,10.0,0,18.2,0.034
11500.0,36,7.89,359.79,A5,RENT,89000.0,Source Verified,2015-02-01,car,12.82,1999-05-01,11.0,1.0,2446.0,14.5,29.0,w,INDIVIDUAL,2.0,1.0,0,10.0,0,15.8,0.129
6000.0,36,13.99,205.04,C4,RENT,22000.0,Verified,2015-08-01,debt_consolidation,37.86,2008-03-01,10.0,0.0,11116.0,54.2,25.0,f,INDIVIDUAL,0.0,0.0,0,6.0,0,7.4,0.273
8000.0,36,11.12,262.37,B3,MORTGAGE,109200.0,Source Verified,2010-08-01,credit_card,7.09,1993-04-01,4.0,0.0,11840.0,76.4,7.0,f,INDIVIDUAL,0.0,0.0,0,10.0,0,17.3,0.073
9250.0,36,15.31,322.07,C2,RENT,28000.0,Verified,2013-03-01,debt_consolidation,20.44,1998-09-01,6.0,0.0,12509.0,99.3,11.0,f,INDIVIDUAL,0.0,0.0,1,2.0,0,14.5,0.33
15000.0,36,14.33,515.08,C1,RENT,53000.0,Verified,2012-10-01,credit_card,27.49,2000-08-01,11.0,0.0,13775.0,85.6,28.0,w,INDIVIDUAL,0.0,0.0,0,10.0,0,12.2,0.283
6250.0,36,12.99,210.56,B4,RENT,25488.0,Verified,2013-10-01,debt_consolidation,8.24,1998-06-01,5.0,0.0,6271.0,23.1,6.0,f,INDIVIDUAL,0.0,0.0,0,6.0,1,15.3,0.245
10000.0,36,12.99,336.9,B5,MORTGAGE,98000.0,Source Verified,2014-03-01,home_improvement,18.79,1986-10-01,10.0,0.0,5304.0,79.2,35.0,f,INDIVIDUAL,3.0,0.0,1,2.0,0,27.4,0.102
2000.0,36,10.75,65.25,B4,MORTGAGE,75000.0,Source Verified,2016-03-01,home_improvement,22.83,2000-03-01,11.0,0.0,22723.0,64.9,30.0,w,INDIVIDUAL,2.0,0.0,0,10.0,0,16.0,0.027
12000.0,36,10.99,392.81,B2,MORTGAGE,74000.0,Verified,2013-10-01,debt_consolidation,7.99,2008-01-01,6.0,0.0,8688.0,68.4,7.0,w,INDIVIDUAL,1.0,0.0,0,2.0,0,5.7,0.162
35000.0,60,20.5,937.06,E1,MORTGAGE,71000.0,Verified,2014-01-01,debt_consolidation,10.85,1996-05-01,13.0,0.0,22564.0,44.4,31.0,w,INDIVIDUAL,3.0,0.0,0,10.0,0,17.7,0.493
12000.0,36,11.99,398.52,B3,MORTGAGE,100000.0,Source Verified,2014-04-01,debt_consolidation,8.69,1995-02-01,11.0,1.0,5222.0,41.1,27.0,f,INDIVIDUAL,4.0,1.0,1,10.0,0,19.2,0.12
8000.0,36,18.49,291.19,D2,RENT,105000.0,Not Verified,2013-03-01,moving,15.27,2001-07-01,10.0,0.0,37879.0,83.8,17.0,f,INDIVIDUAL,1.0,0.0,0,9.0,0,11.7,0.076
19750.0,60,15.8,478.19,C3,RENT,45000.0,Verified,2013-05-01,debt_consolidation,20.48,2003-05-01,11.0,0.0,2674.0,34.2,35.0,f,INDIVIDUAL,0.0,0.0,0,7.0,0,10.0,0.439
24000.0,36,8.9,762.08,A5,OWN,130000.0,Source Verified,2013-12-01,debt_consolidation,12.84,1991-09-01,16.0,0.0,26558.0,50.8,33.0,f,INDIVIDUAL,4.0,0.0,0,4.0,0,22.3,0.185
8000.0,36,6.03,243.49,A1,RENT,145000.0,Verified,2014-02-01,debt_consolidation,19.22,1999-04-01,16.0,0.0,8221.0,11.2,39.0,w,INDIVIDUAL,0.0,0.0,0,0.0,0,14.8,0.055
21000.0,36,13.99,717.63,C4,MORTGAGE,110000.0,Not Verified,2016-01-01,debt_consolidation,15.57,2003-02-01,19.0,0.0,55120.0,73.8,28.0,w,INDIVIDUAL,1.0,0.0,0,10.0,0,12.9,0.191
25000.0,36,6.24,763.28,A2,MORTGAGE,100000.0,Not Verified,2015-10-01,debt_consolidation,22.04,1999-12-01,23.0,0.0,10916.0,9.2,40.0,w,INDIVIDUAL,3.0,0.0,0,1.0,0,15.8,0.25
7000.0,36,13.99,239.21,C4,OWN,40000.0,Source Verified,2015-05-01,debt_consolidation,29.25,2009-02-01,7.0,0.0,8523.0,69.3,17.0,f,INDIVIDUAL,0.0,0.0,0,2.0,0,6.2,0.175
18000.0,36,10.99,589.22,B2,RENT,40000.0,Not Verified,2014-01-01,credit_card,14.49,2009-09-01,10.0,0.0,10327.0,53.8,22.0,w,INDIVIDUAL,0.0,0.0,1,1.0,0,4.3,0.45
14000.0,36,13.11,472.46,B4,RENT,73746.0,Verified,2013-03-01,debt_consolidation,17.26,1987-01-01,10.0,0.0,31316.0,79.7,13.0,f,INDIVIDUAL,0.0,0.0,0,10.0,0,26.2,0.19
5600.0,36,16.29,197.69,C4,MORTGAGE,52000.0,Verified,2012-09-01,credit_card,23.1,2000-12-01,9.0,0.0,9689.0,76.3,25.0,f,INDIVIDUAL,11.0,0.0,0,2.0,0,11.8,0.108
14000.0,36,16.99,499.07,D3,MORTGAGE,120000.0,Verified,2015-04-01,credit_card,9.43,1993-04-01,15.0,0.0,8154.0,19.2,28.0,f,INDIVIDUAL,3.0,0.0,0,10.0,0,22.0,0.117
9600.0,36,16.29,338.89,C4,RENT,40000.0,Not Verified,2012-08-01,credit_card,20.82,2006-09-01,7.0,0.0,9729.0,80.5,9.0,f,INDIVIDUAL,0.0,0.0,1,2.0,0,5.9,0.24
15000.0,36,11.99,498.15,B3,MORTGAGE,74600.0,Not Verified,2013-10-01,debt_consolidation,16.36,1983-03-01,8.0,0.0,12365.0,84.1,24.0,f,INDIVIDUAL,3.0,0.0,0,10.0,0,30.6,0.201
6300.0,36,14.3,216.24,C1,OWN,30000.0,Source Verified,2013-10-01,debt_consolidation,6.36,1989-05-01,7.0,0.0,6944.0,56.9,17.0,f,INDIVIDUAL,2.0,0.0,0,6.0,0,24.4,0.21
35000.0,36,9.17,1115.77,B1,MORTGAGE,140000.0,Verified,2014-07-01,debt_consolidation,14.28,2002-09-01,14.0,0.0,28477.0,52.3,47.0,w,INDIVIDUAL,6.0,0.0,0,1.0,0,11.8,0.25
28000.0,60,14.64,660.84,C3,MORTGAGE,105000.0,Verified,2014-02-01,debt_consolidation,12.41,1985-02-01,10.0,0.0,41916.0,71.7,30.0,w,INDIVIDUAL,5.0,0.0,0,10.0,0,29.0,0.267
11900.0,36,7.49,370.11,A4,MORTGAGE,60000.0,Not Verified,2016-01-01,debt_consolidation,23.0,2008-01-01,11.0,0.0,9303.0,35.4,24.0,f,INDIVIDUAL,2.0,0.0,0,1.0,0,8.0,0.198
15000.0,36,11.99,498.15,B3,RENT,46000.0,Not Verified,2013-12-01,credit_card,19.25,2007-12-01,14.0,0.0,6745.0,39.0,16.0,w,INDIVIDUAL,0.0,0.0,0,4.0,0,6.0,0.326
35000.0,36,25.89,1408.13,G3,OWN,300000.0,Verified,2014-08-01,other,14.72,1979-01-01,13.0,0.0,31558.0,79.3,29.0,f,INDIVIDUAL,3.0,0.0,0,2.0,0,35.6,0.117
10000.0,60,9.17,208.41,B2,MORTGAGE,71000.0,Verified,2015-03-01,credit_card,4.63,1995-07-01,3.0,0.0,8954.0,40.7,16.0,w,INDIVIDUAL,3.0,0.0,0,10.0,0,19.7,0.141
5750.0,36,12.39,192.06,C1,MORTGAGE,76000.0,Not Verified,2014-11-01,home_improvement,12.7,2003-05-01,9.0,0.0,15065.0,58.8,13.0,w,INDIVIDUAL,1.0,0.0,0,10.0,0,11.5,0.076
12000.0,36,19.05,440.18,D4,RENT,42000.0,Not Verified,2013-05-01,debt_consolidation,18.51,2004-11-01,14.0,0.0,15016.0,97.5,18.0,f,INDIVIDUAL,0.0,0.0,0,10.0,0,8.5,0.286
12000.0,60,12.29,268.7,C1,RENT,84000.0,Not Verified,2015-10-01,debt_consolidation,6.4,1989-08-01,8.0,1.0,4461.0,36.6,26.0,w,INDIVIDUAL,4.0,1.0,0,10.0,0,26.2,0.143
7575.0,36,20.99,285.35,E4,RENT,17000.0,Verified,2014-10-01,debt_consolidation,27.19,2006-05-01,8.0,0.0,10669.0,44.5,13.0,w,INDIVIDUAL,0.0,0.0,0,5.0,0,8.4,0.446
3000.0,36,12.69,100.64,C2,OWN,65000.0,Verified,2015-10-01,debt_consolidation,25.35,1993-03-01,10.0,0.0,98855.0,77.2,20.0,w,INDIVIDUAL,1.0,0.0,0,5.0,0,22.6,0.046
6000.0,36,13.35,203.18,C2,MORTGAGE,41000.0,Not Verified,2014-08-01,debt_consolidation,7.76,1997-10-01,10.0,0.0,5979.0,16.1,33.0,f,INDIVIDUAL,0.0,0.0,0,10.0,0,16.8,0.146
13500.0,36,16.99,481.25,D3,RENT,55000.0,Source Verified,2014-07-01,debt_consolidation,23.54,1985-05-01,16.0,1.0,7987.0,45.6,49.0,f,INDIVIDUAL,0.0,1.0,0,10.0,0,29.2,0.245
2650.0,36,13.67,90.15,C4,MORTGAGE,56788.0,Verified,2015-11-01,credit_card,21.66,2002-08-01,7.0,0.0,11699.0,70.5,20.0,w,INDIVIDUAL,3.0,0.0,0,8.0,0,13.3,0.047
8000.0,36,10.64,260.55,B2,RENT,37629.0,Source Verified,2013-09-01,credit_card,14.75,2005-09-01,4.0,0.0,7488.0,62.4,5.0,f,INDIVIDUAL,0.0,0.0,1,8.0,0,8.0,0.213
4800.0,36,12.12,159.71,B3,MORTGAGE,90000.0,Not Verified,2012-10-01,debt_consolidation,11.49,1995-10-01,8.0,0.0,12485.0,88.5,31.0,f,INDIVIDUAL,4.0,0.0,0,10.0,0,17.0,0.053
7450.0,36,19.2,273.85,D3,MORTGAGE,90000.0,Verified,2013-10-01,credit_card,9.04,2006-03-01,5.0,0.0,6003.0,99.2,13.0,w,INDIVIDUAL,5.0,0.0,0,10.0,0,7.6,0.083
35000.0,60,14.46,822.76,C4,MORTGAGE,140000.0,Verified,2016-03-01,debt_consolidation,24.19,1998-10-01,28.0,0.0,97777.0,76.0,55.0,w,INDIVIDUAL,8.0,0.0,0,10.0,0,17.4,0.25
